case_id,target_pool,program_text,operation_count,tide_phase,reef_zone,moon_window,spore_mass,branch_pct,plate_pct,free_pct,count_drift,count_splice,count_settle,count_graze,count_mutate,count_pulse,count_bleach,count_limit,operation_bin_private,mass_bin_private,structure_private
rsp_f69f16f3e79655,P2,SEED P1 FREE 11; SEED P0 PLATE 30; SPLICE P0 P3 P0 14 0.60 0.00; PULSE P2 BRANCH 7 0.20; DRIFT P3 P0 16 0.00; DRIFT P1 P4 3 0.14; DRIFT P0 P0 16 0.00; SETTLE P4 0.30; DRIFT P2 P2 16 0.14; MUTATE P1 0.20 0.06; SETTLE P1 0.18; GRAZE P2 0.05 0.04; DRIFT P4 P5 12 0.09; DRIFT P2 P2 3 0.04; SETTLE P2 0.18; DRIFT P5 P2 12 0.04; SPLICE P2 P5 P0 20 0.40 0.00; SPLICE P0 P0 P2 10 0.60 0.10; SPLICE P2 P3 P0 6 0.75 0.00; PULSE P5 FREE 4 0.20; SPLICE P0 P0 P4 10 0.75 0.05; GRAZE P1 0.00 0.18; GRAZE P1 0.05 0.10; SETTLE P5 0.04; SETTLE P5 0.10; PULSE P4 FREE 4 0.06; SETTLE P3 0.10; PULSE P1 BRANCH 14 0.20; MUTATE P1 0.13 0.06; SPLICE P4 P4 P2 14 0.75 0.10; SETTLE P5 0.04; LIMIT P0 26; SPLICE P2 P5 P4 14 0.75 0.00; MUTATE P0 0.07 0.06; SETTLE P3 0.10; SETTLE P0 0.30; LIMIT P5 26; PULSE P4 BRANCH 4 0.06,38,slack,crest,quarter,1.056,0.0,0.0,0.0,7,7,9,3,3,5,0,2,long,low,pulse
rsp_84e674545b27e7,P0,SEED P1 PLATE 22; SEED P5 FREE 7; SETTLE P1 0.10; DRIFT P5 P4 3 0.00; DRIFT P5 P5 5 0.09; SPLICE P1 P1 P5 20 0.40 0.10; DRIFT P5 P4 8 0.14; PULSE P3 SILT 10 0.12; SPLICE P5 P0 P4 10 0.40 0.00; SETTLE P4 0.10; BLEACH P1 0.00 0.24; DRIFT P1 P1 16 0.04; LIMIT P4 18; DRIFT P3 P0 8 0.04; BLEACH P5 0.09 0.00; MUTATE P4 0.20 0.06; MUTATE P5 0.03 0.06; MUTATE P5 0.07 0.06; SETTLE P0 0.04; GRAZE P4 0.22 0.00; SPLICE P1 P2 P0 14 0.75 0.10; SPLICE P2 P0 P3 10 0.75 0.05; SETTLE P3 0.18; MUTATE P5 0.03 0.17; DRIFT P0 P3 16 0.09,25,flood,crest,full_moon,2.72,0.0,0.0,0.0,6,4,4,1,4,1,2,1,short,low,splice
rsp_bc81d5ec20de1c,P3,SEED P1 BRANCH 7; SEED P2 FREE 7; SEED P4 BRANCH 15; SEED P0 PLATE 30; MUTATE P2 0.03 0.11; MUTATE P2 0.07 0.17; GRAZE P3 0.22 0.04; DRIFT P0 P4 12 0.14; SETTLE P2 0.18; GRAZE P5 0.12 0.00; SETTLE P2 0.10; PULSE P2 PLATE 14 0.20; PULSE P2 SILT 10 0.02; PULSE P0 PLATE 7 0.02; MUTATE P3 0.13 0.06; DRIFT P0 P0 3 0.04; MUTATE P4 0.20 0.17; GRAZE P4 0.22 0.04; SPLICE P0 P1 P4 20 0.40 0.05; SPLICE P1 P3 P2 20 0.75 0.10; MUTATE P2 0.07 0.11; MUTATE P4 0.13 0.06; GRAZE P0 0.00 0.10; GRAZE P0 0.00 0.18; SETTLE P2 0.10; MUTATE P3 0.03 0.02; GRAZE P5 0.05 0.18; SPLICE P2 P0 P4 20 0.60 0.05; SPLICE P0 P1 P3 6 0.60 0.05; MUTATE P4 0.13 0.06; LIMIT P3 26; PULSE P4 FREE 14 0.20; MUTATE P3 0.20 0.11; DRIFT P3 P2 3 0.14; MUTATE P2 0.07 0.06; GRAZE P4 0.22 0.10; MUTATE P0 0.13 0.02; DRIFT P4 P5 16 0.04,38,slack,crest,new_moon,2.730894,43.780306,28.686767,27.532927,4,4,3,7,11,4,0,1,long,low,pulse
rsp_e8f647dd1e925f,P0,SEED P3 FREE 7; SEED P2 PLATE 7; SEED P5 FREE 30; SEED P1 PLATE 7; SPLICE P5 P0 P4 6 0.40 0.05; DRIFT P5 P4 3 0.09; GRAZE P1 0.00 0.18; DRIFT P2 P1 12 0.00; BLEACH P2 0.04 0.13; DRIFT P1 P4 3 0.09; MUTATE P1 0.13 0.02; LIMIT P1 52; DRIFT P5 P2 3 0.04; SPLICE P4 P4 P2 6 0.60 0.10; DRIFT P2 P2 3 0.04; BLEACH P1 0.04 0.13; BLEACH P0 0.00 0.24; MUTATE P3 0.03 0.11; SPLICE P2 P1 P5 6 0.40 0.05; SETTLE P0 0.04; SPLICE P4 P3 P5 6 0.25 0.10; GRAZE P1 0.12 0.10; GRAZE P1 0.22 0.04; SPLICE P0 P1 P4 6 0.40 0.00; GRAZE P1 0.22 0.10; BLEACH P5 0.04 0.06; PULSE P1 SILT 7 0.20; DRIFT P5 P5 8 0.09; DRIFT P3 P0 3 0.14; GRAZE P4 0.22 0.10; SPLICE P5 P3 P4 6 0.60 0.10; SETTLE P5 0.04; GRAZE P5 0.05 0.00; SETTLE P3 0.04,34,ebb,fore_reef,new_moon,0.0,3.034679,3.421617,93.543705,7,6,3,6,2,1,4,1,medium,empty,bleach
rsp_28434c8905c933,P0,SEED P3 FREE 11; SEED P2 BRANCH 15; SEED P0 FREE 11; PULSE P1 SILT 7 0.06; GRAZE P2 0.12 0.18; GRAZE P4 0.12 0.18; DRIFT P1 P5 8 0.09; SETTLE P3 0.30; GRAZE P3 0.05 0.00; SETTLE P3 0.10; MUTATE P3 0.13 0.17; GRAZE P4 0.12 0.10; PULSE P3 BRANCH 7 0.06; BLEACH P0 0.04 0.13; DRIFT P0 P2 12 0.09; DRIFT P3 P5 12 0.04; GRAZE P2 0.22 0.04; BLEACH P3 0.00 0.13; BLEACH P1 0.16 0.06; SETTLE P5 0.18; SPLICE P5 P0 P3 6 0.60 0.05; GRAZE P5 0.12 0.00; SPLICE P0 P1 P4 14 0.75 0.10; GRAZE P0 0.22 0.04; DRIFT P5 P3 3 0.04,25,flood,lagoon,quarter,1.1,0.0,0.0,0.0,4,2,3,7,1,2,3,0,short,low,bleach
rsp_bf634c39c741a4,P0,SEED P0 BRANCH 22; SEED P5 PLATE 7; SEED P3 PLATE 7; BLEACH P0 0.09 0.13; PULSE P2 BRANCH 14 0.12; SETTLE P3 0.30; PULSE P5 PLATE 4 0.20; MUTATE P1 0.03 0.06; DRIFT P3 P0 16 0.04; MUTATE P1 0.03 0.17; SPLICE P2 P3 P1 20 0.75 0.05; GRAZE P5 0.00 0.00; DRIFT P3 P3 12 0.04; DRIFT P0 P1 8 0.14; DRIFT P3 P4 8 0.14; MUTATE P0 0.03 0.11; SPLICE P3 P0 P4 20 0.60 0.10; DRIFT P4 P4 16 0.00; LIMIT P4 52; DRIFT P4 P0 5 0.14; SETTLE P1 0.04; DRIFT P5 P3 5 0.00; BLEACH P3 0.09 0.24,23,ebb,crest,new_moon,10.524705,80.080409,7.964593,11.954998,7,2,2,1,3,2,2,1,short,low,ordinary
rsp_a3e165aec6f09e,P4,SEED P0 PLATE 22; SEED P5 FREE 7; SEED P2 PLATE 15; MUTATE P2 0.20 0.06; DRIFT P0 P3 5 0.04; MUTATE P4 0.07 0.02; GRAZE P5 0.00 0.18; DRIFT P0 P3 12 0.14; PULSE P0 BRANCH 7 0.02; SPLICE P2 P2 P4 6 0.60 0.10; LIMIT P3 52; DRIFT P3 P5 8 0.04; DRIFT P5 P1 5 0.00; DRIFT P5 P1 8 0.00; PULSE P5 BRANCH 14 0.06; SPLICE P4 P1 P2 6 0.75 0.10; SETTLE P5 0.30; GRAZE P1 0.00 0.18; SPLICE P0 P2 P5 20 0.40 0.05; SETTLE P2 0.18; DRIFT P3 P1 8 0.04; DRIFT P1 P2 8 0.00; GRAZE P4 0.22 0.10; SPLICE P1 P1 P4 10 0.40 0.00; SPLICE P1 P4 P3 6 0.75 0.10,25,flood,lagoon,new_moon,9.298208,3.369353,47.330402,49.300245,7,5,2,3,2,2,0,1,short,low,splice
rsp_e44674ee34c6e6,P0,SEED P2 FREE 7; SEED P3 PLATE 22; MUTATE P4 0.20 0.17; SPLICE P3 P2 P4 6 0.60 0.00; SETTLE P4 0.10; DRIFT P4 P0 8 0.14; PULSE P4 SILT 4 0.12; BLEACH P5 0.04 0.00; DRIFT P0 P2 8 0.14; SETTLE P3 0.10; SPLICE P4 P1 P2 20 0.75 0.00; SPLICE P3 P2 P1 10 0.40 0.10; SPLICE P2 P1 P4 14 0.40 0.10; DRIFT P4 P2 12 0.14; BLEACH P2 0.04 0.13; PULSE P1 FREE 4 0.06; PULSE P5 BRANCH 7 0.02; DRIFT P1 P5 5 0.09; BLEACH P4 0.09 0.00; LIMIT P1 52; DRIFT P5 P3 8 0.09; SETTLE P3 0.18; MUTATE P3 0.07 0.17; DRIFT P3 P3 8 0.00; GRAZE P1 0.00 0.18; SETTLE P3 0.30; DRIFT P3 P1 12 0.09; MUTATE P1 0.20 0.06; SPLICE P1 P5 P4 10 0.40 0.10; SPLICE P2 P0 P2 14 0.60 0.00; BLEACH P4 0.00 0.06; SETTLE P2 0.30; MUTATE P4 0.13 0.11; BLEACH P4 0.04 0.00,34,slack,lagoon,quarter,7.766376,3.148668,52.957782,43.89355,7,6,5,1,4,3,5,1,medium,low,pulse
rsp_b817e5a7dcfe03,P0,SEED P3 FREE 30; SEED P4 FREE 7; SEED P0 PLATE 11; SEED P2 PLATE 11; MUTATE P1 0.03 0.02; GRAZE P0 0.00 0.18; MUTATE P2 0.03 0.06; DRIFT P0 P2 8 0.14; PULSE P5 SILT 7 0.02; SPLICE P2 P4 P0 14 0.40 0.05; DRIFT P5 P2 5 0.04; GRAZE P5 0.05 0.00; PULSE P1 BRANCH 10 0.12; SPLICE P3 P1 P5 6 0.60 0.05; SETTLE P5 0.30; SETTLE P2 0.30; SETTLE P2 0.30; PULSE P5 PLATE 14 0.20; BLEACH P4 0.00 0.13; GRAZE P4 0.12 0.18; MUTATE P4 0.13 0.02; MUTATE P2 0.20 0.11; SETTLE P3 0.18; SPLICE P4 P3 P4 20 0.40 0.05; MUTATE P0 0.03 0.11; MUTATE P0 0.03 0.02; SETTLE P4 0.18; PULSE P2 BRANCH 4 0.12; LIMIT P5 36; BLEACH P2 0.09 0.24; PULSE P0 PLATE 4 0.20; SPLICE P0 P4 P2 14 0.60 0.00; DRIFT P5 P4 12 0.04; MUTATE P0 0.13 0.17; PULSE P3 PLATE 7 0.12; DRIFT P1 P5 12 0.04; BLEACH P1 0.04 0.06,37,ebb,lagoon,new_moon,0.0,0.0,0.0,0.0,4,4,5,3,7,6,3,1,long,empty,pulse
rsp_063244863d7ee9,P0,SEED P0 PLATE 15; SEED P1 PLATE 11; SEED P4 BRANCH 11; SEED P5 FREE 30; DRIFT P1 P0 8 0.14; PULSE P1 SILT 4 0.12; PULSE P4 PLATE 14 0.12; BLEACH P1 0.09 0.13; SETTLE P0 0.04; DRIFT P1 P0 8 0.00; SETTLE P0 0.18; DRIFT P4 P2 3 0.00; PULSE P2 PLATE 4 0.20; LIMIT P5 18; MUTATE P0 0.07 0.02; SPLICE P0 P0 P1 20 0.40 0.05; SETTLE P1 0.04; MUTATE P0 0.13 0.11; DRIFT P5 P0 8 0.14; SPLICE P4 P0 P3 20 0.25 0.10; DRIFT P3 P0 3 0.00; DRIFT P1 P0 16 0.04; SETTLE P3 0.10; GRAZE P2 0.22 0.04; SETTLE P0 0.04; PULSE P4 FREE 10 0.06; SETTLE P5 0.30; SETTLE P0 0.18; DRIFT P0 P0 8 0.04; MUTATE P1 0.07 0.06; SPLICE P5 P5 P4 14 0.75 0.05; SETTLE P2 0.04,32,flood,lagoon,quarter,34.371347,4.665595,61.200143,34.134262,7,3,8,1,3,4,1,1,medium,high,pulse
rsp_6c9a633ee0be7f,P3,SEED P0 FREE 11; SEED P4 PLATE 15; SEED P3 FREE 7; SEED P2 FREE 22; BLEACH P5 0.16 0.06; DRIFT P4 P5 5 0.00; SPLICE P5 P2 P0 20 0.40 0.05; BLEACH P1 0.04 0.24; MUTATE P1 0.13 0.06; SETTLE P0 0.04; DRIFT P0 P1 12 0.14; SETTLE P1 0.04; BLEACH P5 0.09 0.06; MUTATE P4 0.13 0.17; DRIFT P2 P5 3 0.14; GRAZE P3 0.05 0.18; GRAZE P3 0.00 0.00; DRIFT P5 P3 8 0.00; PULSE P1 SILT 4 0.02; DRIFT P3 P2 16 0.14; SPLICE P1 P3 P2 20 0.25 0.00; DRIFT P0 P1 8 0.09; MUTATE P0 0.20 0.11; GRAZE P3 0.05 0.18; SPLICE P4 P4 P5 10 0.25 0.05; MUTATE P5 0.13 0.02; LIMIT P1 36; DRIFT P3 P5 8 0.04; PULSE P4 FREE 10 0.20; DRIFT P4 P0 3 0.14; SETTLE P5 0.10; BLEACH P3 0.09 0.06; DRIFT P2 P1 12 0.14; SETTLE P1 0.30; SETTLE P2 0.10; SPLICE P0 P5 P2 6 0.75 0.05; DRIFT P1 P5 12 0.09; GRAZE P0 0.22 0.10,38,ebb,lagoon,new_moon,0.0,0.0,0.0,100.0,10,4,5,4,4,2,4,1,long,empty,bleach
rsp_da8da8a44ef8e1,P3,SEED P2 PLATE 7; SEED P0 PLATE 7; SEED P1 BRANCH 11; GRAZE P2 0.05 0.04; BLEACH P2 0.04 0.13; LIMIT P0 18; LIMIT P5 36; MUTATE P3 0.03 0.17; DRIFT P2 P2 16 0.04; DRIFT P1 P0 16 0.09; SETTLE P2 0.30; PULSE P0 PLATE 7 0.06; PULSE P5 FREE 4 0.12; MUTATE P2 0.20 0.17; DRIFT P2 P1 5 0.04; SPLICE P5 P3 P5 20 0.60 0.00; SPLICE P1 P5 P1 10 0.75 0.10; DRIFT P5 P1 5 0.14; GRAZE P3 0.05 0.18; SPLICE P3 P3 P2 20 0.25 0.00; SPLICE P0 P5 P2 14 0.60 0.10; GRAZE P3 0.12 0.10; DRIFT P2 P5 5 0.00; SETTLE P3 0.04; SETTLE P5 0.10; MUTATE P4 0.03 0.17; GRAZE P3 0.12 0.00,27,slack,fore_reef,new_moon,0.0,2.683729,2.687518,94.628753,5,4,3,4,3,2,1,2,medium,empty,splice
rsp_8b387168de2bd8,P3,SEED P0 BRANCH 15; SEED P2 BRANCH 15; SPLICE P2 P3 P2 6 0.60 0.00; DRIFT P2 P1 3 0.09; BLEACH P0 0.00 0.06; MUTATE P2 0.07 0.11; SETTLE P0 0.18; DRIFT P2 P0 3 0.14; SETTLE P2 0.30; DRIFT P2 P1 3 0.09; SETTLE P0 0.30; LIMIT P1 36; SETTLE P0 0.18; BLEACH P0 0.09 0.13; SPLICE P3 P1 P5 20 0.25 0.05; DRIFT P0 P4 8 0.00; MUTATE P1 0.13 0.06; SPLICE P2 P1 P2 6 0.25 0.00; DRIFT P2 P3 8 0.00; MUTATE P0 0.20 0.11; DRIFT P5 P2 3 0.14; MUTATE P4 0.07 0.02; MUTATE P4 0.07 0.02; SETTLE P0 0.10; SETTLE P2 0.04; SETTLE P0 0.30; BLEACH P4 0.09 0.24; MUTATE P2 0.07 0.02; SPLICE P4 P4 P1 14 0.25 0.05; MUTATE P0 0.07 0.11; SPLICE P1 P0 P4 10 0.40 0.05; MUTATE P1 0.20 0.02,32,flood,crest,new_moon,0.0,70.183611,8.898768,20.91762,6,5,7,0,8,0,3,1,medium,empty,bleach
rsp_986d48a5324ccc,P5,SEED P2 PLATE 22; SEED P4 BRANCH 30; LIMIT P0 26; MUTATE P3 0.20 0.11; SETTLE P2 0.10; GRAZE P3 0.22 0.04; SPLICE P2 P4 P5 10 0.75 0.00; SPLICE P5 P2 P3 14 0.75 0.10; MUTATE P0 0.07 0.02; SETTLE P3 0.10; MUTATE P0 0.13 0.17; GRAZE P2 0.12 0.10; SETTLE P3 0.04; PULSE P1 SILT 10 0.12; MUTATE P1 0.07 0.17; PULSE P1 PLATE 14 0.20; GRAZE P4 0.12 0.18; BLEACH P4 0.04 0.06; LIMIT P2 52; PULSE P0 FREE 14 0.06; MUTATE P1 0.13 0.17; SETTLE P1 0.04; DRIFT P0 P3 5 0.09; GRAZE P0 0.05 0.00; PULSE P3 PLATE 10 0.12; MUTATE P5 0.03 0.11; DRIFT P1 P4 5 0.09; GRAZE P2 0.22 0.04; SPLICE P0 P3 P5 20 0.40 0.10; GRAZE P2 0.22 0.18; DRIFT P4 P0 8 0.09; SPLICE P1 P0 P5 20 0.75 0.00; MUTATE P2 0.13 0.17; PULSE P3 SILT 10 0.20,34,ebb,crest,quarter,4.513697,6.269519,14.826819,78.903663,3,4,4,6,7,5,1,2,medium,low,pulse
rsp_c7569c3718e0d8,P3,SEED P3 FREE 15; SEED P2 FREE 15; SEED P5 FREE 11; SEED P1 FREE 15; SETTLE P2 0.18; DRIFT P5 P0 5 0.14; BLEACH P2 0.09 0.13; DRIFT P1 P4 3 0.04; SETTLE P2 0.30; SETTLE P0 0.04; LIMIT P3 26; SETTLE P0 0.30; SPLICE P4 P5 P1 14 0.75 0.05; DRIFT P5 P5 8 0.09; SPLICE P2 P0 P5 20 0.75 0.10; SPLICE P5 P1 P5 6 0.60 0.10; PULSE P1 PLATE 4 0.20; DRIFT P1 P0 5 0.09; PULSE P2 FREE 4 0.06; SETTLE P5 0.30; GRAZE P1 0.22 0.00; DRIFT P3 P5 5 0.04; PULSE P5 SILT 10 0.06; DRIFT P0 P4 16 0.00; SETTLE P5 0.30; MUTATE P2 0.07 0.06; SETTLE P5 0.04; DRIFT P1 P3 16 0.14; DRIFT P3 P1 5 0.04; DRIFT P1 P1 12 0.09; GRAZE P5 0.00 0.18; SPLICE P4 P1 P3 20 0.25 0.00; MUTATE P3 0.03 0.11; DRIFT P2 P5 12 0.00; SETTLE P5 0.10; BLEACH P5 0.16 0.24; MUTATE P1 0.13 0.06; DRIFT P3 P5 8 0.00; DRIFT P3 P3 3 0.14; DRIFT P3 P2 16 0.14; GRAZE P4 0.00 0.04; SPLICE P2 P2 P0 6 0.40 0.05,42,ebb,fore_reef,quarter,1.056,0.0,0.0,0.0,13,5,8,3,3,3,2,1,long,low,pulse
rsp_0d8edc01536c68,P1,SEED P0 FREE 7; SEED P4 PLATE 11; SEED P5 BRANCH 22; SEED P2 BRANCH 11; DRIFT P5 P3 5 0.04; GRAZE P5 0.05 0.00; PULSE P4 PLATE 14 0.20; SPLICE P2 P2 P1 6 0.75 0.05; SPLICE P5 P4 P1 6 0.75 0.00; SPLICE P1 P1 P0 14 0.40 0.00; SPLICE P4 P4 P2 6 0.60 0.00; GRAZE P4 0.12 0.10; DRIFT P2 P2 3 0.14; LIMIT P0 26; GRAZE P5 0.22 0.18; SPLICE P4 P1 P5 14 0.75 0.10; DRIFT P5 P2 16 0.04; MUTATE P1 0.13 0.17; PULSE P0 PLATE 14 0.02; MUTATE P4 0.13 0.06; DRIFT P1 P4 12 0.00; SPLICE P3 P0 P3 14 0.25 0.05; LIMIT P2 26; GRAZE P2 0.00 0.00; DRIFT P4 P5 8 0.09; MUTATE P5 0.20 0.17; SPLICE P2 P0 P1 6 0.60 0.05,27,flood,lagoon,full_moon,5.301325,60.854082,20.101309,19.044609,5,7,0,4,3,2,0,2,medium,low,splice
rsp_11fc321a3a3532,P4,SEED P4 PLATE 22; SEED P0 FREE 30; DRIFT P0 P0 5 0.14; DRIFT P4 P3 12 0.09; DRIFT P0 P3 5 0.14; DRIFT P0 P3 8 0.00; SPLICE P4 P5 P1 14 0.25 0.00; DRIFT P0 P0 5 0.00; MUTATE P3 0.03 0.02; DRIFT P5 P3 12 0.00; GRAZE P5 0.00 0.18; SPLICE P1 P4 P5 6 0.40 0.05; MUTATE P3 0.13 0.17; SPLICE P1 P1 P5 20 0.60 0.00; SETTLE P5 0.18; GRAZE P4 0.05 0.00; MUTATE P0 0.13 0.06; SPLICE P4 P1 P0 6 0.60 0.05; SETTLE P5 0.04; PULSE P1 SILT 10 0.06; SETTLE P5 0.04; DRIFT P3 P1 3 0.00; LIMIT P0 18; SPLICE P0 P5 P1 10 0.40 0.05; DRIFT P3 P4 3 0.04; SPLICE P1 P4 P3 10 0.75 0.05; GRAZE P4 0.22 0.18; MUTATE P4 0.20 0.02; GRAZE P0 0.22 0.18,29,slack,lagoon,quarter,10.907411,2.36296,19.058325,78.578714,8,6,3,4,4,1,0,1,medium,low,splice
rsp_b44f021a3720d0,P4,SEED P1 BRANCH 30; SEED P4 PLATE 11; GRAZE P1 0.05 0.18; BLEACH P5 0.00 0.24; SETTLE P4 0.30; SETTLE P4 0.04; BLEACH P1 0.04 0.00; SETTLE P1 0.04; SPLICE P1 P0 P4 6 0.40 0.10; SPLICE P0 P1 P2 6 0.25 0.05; BLEACH P0 0.04 0.13; LIMIT P5 26; DRIFT P2 P1 5 0.14; SETTLE P1 0.04; BLEACH P2 0.16 0.24; SETTLE P1 0.10; MUTATE P5 0.03 0.11; PULSE P0 SILT 10 0.20; MUTATE P4 0.07 0.17; BLEACH P2 0.09 0.06; GRAZE P1 0.22 0.10; SETTLE P0 0.10; DRIFT P1 P5 16 0.00; SPLICE P1 P3 P1 14 0.75 0.00; SETTLE P5 0.10; SPLICE P3 P4 P5 6 0.25 0.10; DRIFT P1 P1 5 0.09; GRAZE P1 0.12 0.00; DRIFT P4 P1 16 0.00,29,ebb,fore_reef,new_moon,0.0,0.0,0.0,0.0,4,4,7,3,2,1,5,1,medium,empty,bleach
rsp_7e437fdb107c53,P3,SEED P1 BRANCH 22; SEED P0 PLATE 11; SEED P3 PLATE 22; SEED P4 FREE 15; GRAZE P1 0.12 0.10; MUTATE P1 0.07 0.06; MUTATE P2 0.07 0.02; BLEACH P1 0.04 0.00; MUTATE P2 0.03 0.17; LIMIT P4 52; SETTLE P3 0.18; DRIFT P3 P2 12 0.04; DRIFT P2 P1 8 0.04; MUTATE P5 0.13 0.02; MUTATE P2 0.03 0.06; PULSE P2 PLATE 14 0.02; GRAZE P3 0.12 0.18; DRIFT P0 P5 3 0.04; DRIFT P0 P4 3 0.00; DRIFT P4 P2 8 0.00; SPLICE P3 P2 P3 6 0.60 0.00; SETTLE P1 0.10; BLEACH P3 0.09 0.00; DRIFT P1 P5 5 0.00,24,slack,lagoon,new_moon,0.456832,3.754457,82.44773,13.797813,6,1,2,2,5,1,2,1,short,empty,ordinary
rsp_af247b20f631c7,P5,SEED P5 PLATE 15; SEED P4 FREE 7; GRAZE P0 0.22 0.04; DRIFT P4 P4 3 0.00; SPLICE P4 P3 P1 6 0.25 0.10; DRIFT P1 P3 8 0.04; DRIFT P4 P0 16 0.09; SETTLE P0 0.30; DRIFT P3 P4 12 0.00; SPLICE P5 P3 P5 10 0.25 0.00; DRIFT P5 P1 12 0.04; GRAZE P5 0.05 0.10; PULSE P5 SILT 10 0.06; PULSE P5 BRANCH 14 0.06; SPLICE P4 P0 P1 6 0.75 0.10; PULSE P5 BRANCH 4 0.20; MUTATE P1 0.20 0.06; MUTATE P1 0.03 0.02; GRAZE P0 0.22 0.04; DRIFT P1 P5 12 0.09; PULSE P5 BRANCH 14 0.02; BLEACH P3 0.00 0.24; SETTLE P0 0.18; SPLICE P5 P3 P1 10 0.60 0.05; DRIFT P3 P2 8 0.00; DRIFT P0 P2 5 0.14; SETTLE P1 0.30; GRAZE P1 0.05 0.18; GRAZE P3 0.05 0.04; GRAZE P1 0.05 0.10; SETTLE P5 0.18; MUTATE P0 0.20 0.02; GRAZE P1 0.05 0.10,33,slack,fore_reef,full_moon,9.94581,72.510458,5.853549,21.635993,8,4,4,7,3,4,1,0,medium,low,pulse
rsp_db6dd020844cad,P1,SEED P4 PLATE 22; SEED P0 BRANCH 15; SEED P1 BRANCH 22; SEED P5 PLATE 15; LIMIT P5 26; SPLICE P4 P5 P0 20 0.60 0.10; BLEACH P1 0.16 0.00; GRAZE P4 0.22 0.00; BLEACH P0 0.09 0.24; SETTLE P4 0.04; DRIFT P5 P4 16 0.00; SPLICE P4 P4 P0 20 0.75 0.10; GRAZE P4 0.00 0.18; BLEACH P0 0.16 0.00; MUTATE P4 0.03 0.11; PULSE P4 FREE 14 0.02; BLEACH P1 0.04 0.13; PULSE P2 BRANCH 4 0.20; DRIFT P0 P2 3 0.14; SPLICE P0 P2 P4 10 0.75 0.05; BLEACH P0 0.00 0.00; MUTATE P1 0.03 0.06; GRAZE P0 0.05 0.18; PULSE P4 PLATE 4 0.02; GRAZE P4 0.12 0.04; MUTATE P1 0.03 0.02; SPLICE P4 P2 P4 14 0.40 0.10; DRIFT P5 P5 5 0.09,28,slack,lagoon,new_moon,23.963136,49.116626,9.781915,41.101459,3,4,1,4,3,3,5,1,medium,mid,pulse
rsp_0ed41bb63db9bf,P3,SEED P5 PLATE 11; SEED P3 FREE 7; SEED P1 FREE 7; SEED P4 PLATE 7; GRAZE P0 0.22 0.10; DRIFT P3 P2 3 0.00; DRIFT P5 P4 12 0.14; BLEACH P2 0.00 0.00; MUTATE P0 0.13 0.17; GRAZE P2 0.22 0.04; SPLICE P2 P2 P4 20 0.60 0.00; PULSE P2 BRANCH 4 0.06; MUTATE P0 0.13 0.02; SETTLE P1 0.10; MUTATE P5 0.13 0.17; GRAZE P1 0.00 0.04; GRAZE P3 0.05 0.00; LIMIT P2 26; DRIFT P1 P2 12 0.09; BLEACH P0 0.04 0.00; BLEACH P5 0.00 0.06; DRIFT P4 P2 3 0.00; SETTLE P3 0.30; SETTLE P2 0.18; SPLICE P3 P4 P3 10 0.40 0.05; SETTLE P4 0.04; SPLICE P2 P1 P3 6 0.40 0.10; MUTATE P1 0.07 0.17; GRAZE P3 0.22 0.10; DRIFT P1 P3 16 0.09; DRIFT P2 P0 3 0.04; LIMIT P0 52,32,slack,lagoon,full_moon,9.536836,11.288155,15.812533,72.899312,6,3,4,5,4,1,3,2,medium,low,bleach
rsp_29dc7f399c6abb,P2,SEED P4 FREE 15; SEED P5 PLATE 30; SEED P1 BRANCH 7; PULSE P0 PLATE 4 0.06; DRIFT P1 P5 16 0.04; PULSE P3 SILT 10 0.06; BLEACH P4 0.00 0.24; MUTATE P4 0.20 0.06; SPLICE P4 P0 P1 10 0.75 0.05; DRIFT P5 P3 12 0.09; SPLICE P0 P5 P2 20 0.25 0.05; SETTLE P3 0.10; DRIFT P4 P0 12 0.14; SPLICE P1 P4 P1 20 0.60 0.10; SPLICE P0 P4 P2 6 0.25 0.00; DRIFT P5 P4 12 0.00; SPLICE P5 P1 P2 14 0.75 0.10; BLEACH P3 0.09 0.24; MUTATE P3 0.13 0.02; PULSE P0 BRANCH 14 0.20; DRIFT P5 P4 8 0.00; MUTATE P2 0.07 0.11; SPLICE P1 P2 P4 20 0.25 0.05; SETTLE P0 0.10; BLEACH P3 0.09 0.00,25,slack,crest,full_moon,18.198212,6.846424,32.854171,60.299405,5,6,2,0,3,3,3,0,short,mid,pulse
